,Rig Count
2009-12-04,12.0
2009-12-05,12.0
2009-12-06,12.0
2009-12-07,12.0
2009-12-08,12.0
2009-12-09,12.0
2009-12-10,12.0
2009-12-11,12.0
2009-12-12,16.0
2009-12-13,16.0
2009-12-14,16.0
2009-12-15,16.0
2009-12-16,16.0
2009-12-17,16.0
2009-12-18,16.0
2009-12-19,18.0
2009-12-20,18.0
2009-12-21,18.0
2009-12-22,18.0
2009-12-23,18.0
2009-12-24,18.0
2009-12-25,18.0
2009-12-26,18.0
2009-12-27,18.0
2009-12-28,18.0
2009-12-29,18.0
2009-12-30,18.0
2009-12-31,18.0
2010-01-01,19.0
2010-01-02,19.0
2010-01-03,19.0
2010-01-04,19.0
2010-01-05,19.0
2010-01-06,19.0
2010-01-07,19.0
2010-01-08,19.0
2010-01-09,18.0
2010-01-10,18.0
2010-01-11,18.0
2010-01-12,18.0
2010-01-13,18.0
2010-01-14,18.0
2010-01-15,18.0
2010-01-16,17.0
2010-01-17,17.0
2010-01-18,17.0
2010-01-19,17.0
2010-01-20,17.0
2010-01-21,17.0
2010-01-22,17.0
2010-01-23,16.0
2010-01-24,16.0
2010-01-25,16.0
2010-01-26,16.0
2010-01-27,16.0
2010-01-28,16.0
2010-01-29,16.0
2010-01-30,14.0
2010-01-31,14.0
2010-02-01,14.0
2010-02-02,14.0
2010-02-03,14.0
2010-02-04,14.0
2010-02-05,14.0
2010-02-06,20.0
2010-02-07,20.0
2010-02-08,20.0
2010-02-09,20.0
2010-02-10,20.0
2010-02-11,20.0
2010-02-12,20.0
2010-02-13,20.0
2010-02-14,20.0
2010-02-15,20.0
2010-02-16,20.0
2010-02-17,20.0
2010-02-18,20.0
2010-02-19,20.0
2010-02-20,20.0
2010-02-21,20.0
2010-02-22,20.0
2010-02-23,20.0
2010-02-24,20.0
2010-02-25,20.0
2010-02-26,20.0
2010-02-27,22.0
2010-02-28,22.0
2010-03-01,22.0
2010-03-02,22.0
2010-03-03,22.0
2010-03-04,22.0
2010-03-05,22.0
2010-03-06,24.0
2010-03-07,24.0
2010-03-08,24.0
2010-03-09,24.0
2010-03-10,24.0
2010-03-11,24.0
2010-03-12,24.0
2010-03-13,23.0
2010-03-14,23.0
2010-03-15,23.0
2010-03-16,23.0
2010-03-17,23.0
2010-03-18,23.0
2010-03-19,23.0
2010-03-20,20.0
2010-03-21,20.0
2010-03-22,20.0
2010-03-23,20.0
2010-03-24,20.0
2010-03-25,20.0
2010-03-26,20.0
2010-03-27,22.0
2010-03-28,22.0
2010-03-29,22.0
2010-03-30,22.0
2010-03-31,22.0
2010-04-01,22.0
2010-04-02,26.0
2010-04-03,26.0
2010-04-04,26.0
2010-04-05,26.0
2010-04-06,26.0
2010-04-07,26.0
2010-04-08,26.0
2010-04-09,26.0
2010-04-10,26.0
2010-04-11,26.0
2010-04-12,26.0
2010-04-13,26.0
2010-04-14,26.0
2010-04-15,26.0
2010-04-16,26.0
2010-04-17,26.0
2010-04-18,26.0
2010-04-19,26.0
2010-04-20,26.0
2010-04-21,26.0
2010-04-22,26.0
2010-04-23,26.0
2010-04-24,25.0
2010-04-25,25.0
2010-04-26,25.0
2010-04-27,25.0
2010-04-28,25.0
2010-04-29,25.0
2010-04-30,25.0
2010-05-01,22.0
2010-05-02,22.0
2010-05-03,22.0
2010-05-04,22.0
2010-05-05,22.0
2010-05-06,22.0
2010-05-07,22.0
2010-05-08,25.0
2010-05-09,25.0
2010-05-10,25.0
2010-05-11,25.0
2010-05-12,25.0
2010-05-13,25.0
2010-05-14,25.0
2010-05-15,28.0
2010-05-16,28.0
2010-05-17,28.0
2010-05-18,28.0
2010-05-19,28.0
2010-05-20,28.0
2010-05-21,28.0
2010-05-22,30.0
2010-05-23,30.0
2010-05-24,30.0
2010-05-25,30.0
2010-05-26,30.0
2010-05-27,30.0
2010-05-28,30.0
2010-05-29,27.0
2010-05-30,27.0
2010-05-31,27.0
2010-06-01,27.0
2010-06-02,27.0
2010-06-03,27.0
2010-06-04,27.0
2010-06-05,26.0
2010-06-06,26.0
2010-06-07,26.0
2010-06-08,26.0
2010-06-09,26.0
2010-06-10,26.0
2010-06-11,26.0
2010-06-12,29.0
2010-06-13,29.0
2010-06-14,29.0
2010-06-15,29.0
2010-06-16,29.0
2010-06-17,29.0
2010-06-18,29.0
2010-06-19,30.0
2010-06-20,30.0
2010-06-21,30.0
2010-06-22,30.0
2010-06-23,30.0
2010-06-24,30.0
2010-06-25,30.0
2010-06-26,29.0
2010-06-27,29.0
2010-06-28,29.0
2010-06-29,29.0
2010-06-30,29.0
2010-07-01,29.0
2010-07-02,29.0
2010-07-03,25.0
2010-07-04,25.0
2010-07-05,25.0
2010-07-06,25.0
2010-07-07,25.0
2010-07-08,25.0
2010-07-09,25.0
2010-07-10,30.0
2010-07-11,30.0
2010-07-12,30.0
2010-07-13,30.0
2010-07-14,30.0
2010-07-15,30.0
2010-07-16,30.0
2010-07-17,32.0
2010-07-18,32.0
2010-07-19,32.0
2010-07-20,32.0
2010-07-21,32.0
2010-07-22,32.0
2010-07-23,32.0
2010-07-24,33.0
2010-07-25,33.0
2010-07-26,33.0
2010-07-27,33.0
2010-07-28,33.0
2010-07-29,33.0
2010-07-30,33.0
2010-07-31,36.0
2010-08-01,36.0
2010-08-02,36.0
2010-08-03,36.0
2010-08-04,36.0
2010-08-05,36.0
2010-08-06,36.0
2010-08-07,38.0
2010-08-08,38.0
2010-08-09,38.0
2010-08-10,38.0
2010-08-11,38.0
2010-08-12,38.0
2010-08-13,38.0
2010-08-14,37.0
2010-08-15,37.0
2010-08-16,37.0
2010-08-17,37.0
2010-08-18,37.0
2010-08-19,37.0
2010-08-20,37.0
2010-08-21,39.0
2010-08-22,39.0
2010-08-23,39.0
2010-08-24,39.0
2010-08-25,39.0
2010-08-26,39.0
2010-08-27,39.0
2010-08-28,37.0
2010-08-29,37.0
2010-08-30,37.0
2010-08-31,37.0
2010-09-01,37.0
2010-09-02,37.0
2010-09-03,37.0
2010-09-04,38.0
2010-09-05,38.0
2010-09-06,38.0
2010-09-07,38.0
2010-09-08,38.0
2010-09-09,38.0
2010-09-10,38.0
2010-09-11,38.0
2010-09-12,38.0
2010-09-13,38.0
2010-09-14,38.0
2010-09-15,38.0
2010-09-16,38.0
2010-09-17,38.0
2010-09-18,37.0
2010-09-19,37.0
2010-09-20,37.0
2010-09-21,37.0
2010-09-22,37.0
2010-09-23,37.0
2010-09-24,37.0
2010-09-25,36.0
2010-09-26,36.0
2010-09-27,36.0
2010-09-28,36.0
2010-09-29,36.0
2010-09-30,36.0
2010-10-01,36.0
2010-10-02,36.0
2010-10-03,36.0
2010-10-04,36.0
2010-10-05,36.0
2010-10-06,36.0
2010-10-07,36.0
2010-10-08,36.0
2010-10-09,36.0
2010-10-10,36.0
2010-10-11,36.0
2010-10-12,36.0
2010-10-13,36.0
2010-10-14,36.0
2010-10-15,36.0
2010-10-16,38.0
2010-10-17,38.0
2010-10-18,38.0
2010-10-19,38.0
2010-10-20,38.0
2010-10-21,38.0
2010-10-22,38.0
2010-10-23,36.0
2010-10-24,36.0
2010-10-25,36.0
2010-10-26,36.0
2010-10-27,36.0
2010-10-28,36.0
2010-10-29,36.0
2010-10-30,41.0
2010-10-31,41.0
2010-11-01,41.0
2010-11-02,41.0
2010-11-03,41.0
2010-11-04,41.0
2010-11-05,41.0
2010-11-06,48.0
2010-11-07,48.0
2010-11-08,48.0
2010-11-09,48.0
2010-11-10,48.0
2010-11-11,48.0
2010-11-12,48.0
2010-11-13,50.0
2010-11-14,50.0
2010-11-15,50.0
2010-11-16,50.0
2010-11-17,50.0
2010-11-18,50.0
2010-11-19,50.0
2010-11-20,52.0
2010-11-21,52.0
2010-11-22,52.0
2010-11-23,52.0
2010-11-24,52.0
2010-11-25,48.0
2010-11-26,48.0
2010-11-27,48.0
2010-11-28,48.0
2010-11-29,48.0
2010-11-30,48.0
2010-12-01,48.0
2010-12-02,48.0
2010-12-03,48.0
2010-12-04,48.0
2010-12-05,48.0
2010-12-06,48.0
2010-12-07,48.0
2010-12-08,48.0
2010-12-09,48.0
2010-12-10,48.0
2010-12-11,52.0
2010-12-12,52.0
2010-12-13,52.0
2010-12-14,52.0
2010-12-15,52.0
2010-12-16,52.0
2010-12-17,52.0
2010-12-18,47.0
2010-12-19,47.0
2010-12-20,47.0
2010-12-21,47.0
2010-12-22,47.0
2010-12-23,47.0
2010-12-24,47.0
2010-12-25,47.0
2010-12-26,47.0
2010-12-27,47.0
2010-12-28,47.0
2010-12-29,47.0
2010-12-30,47.0
2010-12-31,47.0
2011-01-01,47.0
2011-01-02,47.0
2011-01-03,47.0
2011-01-04,47.0
2011-01-05,47.0
2011-01-06,47.0
2011-01-07,47.0
2011-01-08,48.0
2011-01-09,48.0
2011-01-10,48.0
2011-01-11,48.0
2011-01-12,48.0
2011-01-13,48.0
2011-01-14,48.0
2011-01-15,50.0
2011-01-16,50.0
2011-01-17,50.0
2011-01-18,50.0
2011-01-19,50.0
2011-01-20,50.0
2011-01-21,50.0
2011-01-22,47.0
2011-01-23,47.0
2011-01-24,47.0
2011-01-25,47.0
2011-01-26,47.0
2011-01-27,47.0
2011-01-28,47.0
2011-01-29,47.0
2011-01-30,47.0
2011-01-31,47.0
2011-02-01,47.0
2011-02-02,47.0
2011-02-03,47.0
2011-02-04,47.0
2011-02-05,49.0
2011-02-06,49.0
2011-02-07,49.0
2011-02-08,49.0
2011-02-09,49.0
2011-02-10,49.0
2011-02-11,49.0
2011-02-12,49.0
2011-02-13,49.0
2011-02-14,49.0
2011-02-15,49.0
2011-02-16,49.0
2011-02-17,49.0
2011-02-18,49.0
2011-02-19,49.0
2011-02-20,49.0
2011-02-21,49.0
2011-02-22,49.0
2011-02-23,49.0
2011-02-24,49.0
2011-02-25,49.0
2011-02-26,52.0
2011-02-27,52.0
2011-02-28,52.0
2011-03-01,52.0
2011-03-02,52.0
2011-03-03,52.0
2011-03-04,52.0
2011-03-05,49.0
2011-03-06,49.0
2011-03-07,49.0
2011-03-08,49.0
2011-03-09,49.0
2011-03-10,49.0
2011-03-11,49.0
2011-03-12,50.0
2011-03-13,50.0
2011-03-14,50.0
2011-03-15,50.0
2011-03-16,50.0
2011-03-17,50.0
2011-03-18,50.0
2011-03-19,51.0
2011-03-20,51.0
2011-03-21,51.0
2011-03-22,51.0
2011-03-23,51.0
2011-03-24,51.0
2011-03-25,51.0
2011-03-26,51.0
2011-03-27,51.0
2011-03-28,51.0
2011-03-29,51.0
2011-03-30,51.0
2011-03-31,51.0
2011-04-01,51.0
2011-04-02,56.0
2011-04-03,56.0
2011-04-04,56.0
2011-04-05,56.0
2011-04-06,56.0
2011-04-07,56.0
2011-04-08,56.0
2011-04-09,54.0
2011-04-10,54.0
2011-04-11,54.0
2011-04-12,54.0
2011-04-13,54.0
2011-04-14,54.0
2011-04-15,54.0
2011-04-16,54.0
2011-04-17,54.0
2011-04-18,54.0
2011-04-19,54.0
2011-04-20,54.0
2011-04-21,54.0
2011-04-22,51.0
2011-04-23,51.0
2011-04-24,51.0
2011-04-25,51.0
2011-04-26,51.0
2011-04-27,51.0
2011-04-28,51.0
2011-04-29,51.0
2011-04-30,52.0
2011-05-01,52.0
2011-05-02,52.0
2011-05-03,52.0
2011-05-04,52.0
2011-05-05,52.0
2011-05-06,52.0
2011-05-07,52.0
2011-05-08,52.0
2011-05-09,52.0
2011-05-10,52.0
2011-05-11,52.0
2011-05-12,52.0
2011-05-13,52.0
2011-05-14,53.0
2011-05-15,53.0
2011-05-16,53.0
2011-05-17,53.0
2011-05-18,53.0
2011-05-19,53.0
2011-05-20,53.0
2011-05-21,57.0
2011-05-22,57.0
2011-05-23,57.0
2011-05-24,57.0
2011-05-25,57.0
2011-05-26,57.0
2011-05-27,57.0
2011-05-28,62.0
2011-05-29,62.0
2011-05-30,62.0
2011-05-31,62.0
2011-06-01,62.0
2011-06-02,62.0
2011-06-03,62.0
2011-06-04,70.0
2011-06-05,70.0
2011-06-06,70.0
2011-06-07,70.0
2011-06-08,70.0
2011-06-09,70.0
2011-06-10,70.0
2011-06-11,65.0
2011-06-12,65.0
2011-06-13,65.0
2011-06-14,65.0
2011-06-15,65.0
2011-06-16,65.0
2011-06-17,65.0
2011-06-18,66.0
2011-06-19,66.0
2011-06-20,66.0
2011-06-21,66.0
2011-06-22,66.0
2011-06-23,66.0
2011-06-24,66.0
2011-06-25,68.0
2011-06-26,68.0
2011-06-27,68.0
2011-06-28,68.0
2011-06-29,68.0
2011-06-30,68.0
2011-07-01,68.0
2011-07-02,71.0
2011-07-03,71.0
2011-07-04,71.0
2011-07-05,71.0
2011-07-06,71.0
2011-07-07,71.0
2011-07-08,71.0
2011-07-09,68.0
2011-07-10,68.0
2011-07-11,68.0
2011-07-12,68.0
2011-07-13,68.0
2011-07-14,68.0
2011-07-15,68.0
2011-07-16,73.0
2011-07-17,73.0
2011-07-18,73.0
2011-07-19,73.0
2011-07-20,73.0
2011-07-21,73.0
2011-07-22,73.0
2011-07-23,77.0
2011-07-24,77.0
2011-07-25,77.0
2011-07-26,77.0
2011-07-27,77.0
2011-07-28,77.0
2011-07-29,77.0
2011-07-30,74.0
2011-07-31,74.0
2011-08-01,74.0
2011-08-02,74.0
2011-08-03,74.0
2011-08-04,74.0
2011-08-05,74.0
2011-08-06,76.0
2011-08-07,76.0
2011-08-08,76.0
2011-08-09,76.0
2011-08-10,76.0
2011-08-11,76.0
2011-08-12,76.0
2011-08-13,82.0
2011-08-14,82.0
2011-08-15,82.0
2011-08-16,82.0
2011-08-17,82.0
2011-08-18,82.0
2011-08-19,82.0
2011-08-20,86.0
2011-08-21,86.0
2011-08-22,86.0
2011-08-23,86.0
2011-08-24,86.0
2011-08-25,86.0
2011-08-26,86.0
2011-08-27,86.0
2011-08-28,86.0
2011-08-29,86.0
2011-08-30,86.0
2011-08-31,86.0
2011-09-01,86.0
2011-09-02,86.0
2011-09-03,88.0
2011-09-04,88.0
2011-09-05,88.0
2011-09-06,88.0
2011-09-07,88.0
2011-09-08,88.0
2011-09-09,88.0
2011-09-10,85.0
2011-09-11,85.0
2011-09-12,85.0
2011-09-13,85.0
2011-09-14,85.0
2011-09-15,85.0
2011-09-16,85.0
2011-09-17,79.0
2011-09-18,79.0
2011-09-19,79.0
2011-09-20,79.0
2011-09-21,79.0
2011-09-22,79.0
2011-09-23,79.0
2011-09-24,81.0
2011-09-25,81.0
2011-09-26,81.0
2011-09-27,81.0
2011-09-28,81.0
2011-09-29,81.0
2011-09-30,81.0
2011-10-01,81.0
2011-10-02,81.0
2011-10-03,81.0
2011-10-04,81.0
2011-10-05,81.0
2011-10-06,81.0
2011-10-07,81.0
2011-10-08,80.0
2011-10-09,80.0
2011-10-10,80.0
2011-10-11,80.0
2011-10-12,80.0
2011-10-13,80.0
2011-10-14,80.0
2011-10-15,78.0
2011-10-16,78.0
2011-10-17,78.0
2011-10-18,78.0
2011-10-19,78.0
2011-10-20,78.0
2011-10-21,78.0
2011-10-22,80.0
2011-10-23,80.0
2011-10-24,80.0
2011-10-25,80.0
2011-10-26,80.0
2011-10-27,80.0
2011-10-28,80.0
2011-10-29,80.0
2011-10-30,80.0
2011-10-31,80.0
2011-11-01,80.0
2011-11-02,80.0
2011-11-03,80.0
2011-11-04,80.0
2011-11-05,82.0
2011-11-06,82.0
2011-11-07,82.0
2011-11-08,82.0
2011-11-09,82.0
2011-11-10,82.0
2011-11-11,82.0
2011-11-12,78.0
2011-11-13,78.0
2011-11-14,78.0
2011-11-15,78.0
2011-11-16,78.0
2011-11-17,78.0
2011-11-18,78.0
2011-11-19,78.0
2011-11-20,78.0
2011-11-21,78.0
2011-11-22,78.0
2011-11-23,78.0
2011-11-24,101.0
2011-11-25,101.0
2011-11-26,101.0
2011-11-27,101.0
2011-11-28,101.0
2011-11-29,101.0
2011-11-30,101.0
2011-12-01,101.0
2011-12-02,101.0
2011-12-03,101.0
2011-12-04,101.0
2011-12-05,101.0
2011-12-06,101.0
2011-12-07,101.0
2011-12-08,101.0
2011-12-09,101.0
2011-12-10,101.0
2011-12-11,101.0
2011-12-12,101.0
2011-12-13,101.0
2011-12-14,101.0
2011-12-15,101.0
2011-12-16,101.0
2011-12-17,101.0
2011-12-18,101.0
2011-12-19,101.0
2011-12-20,101.0
2011-12-21,101.0
2011-12-22,101.0
2011-12-23,101.0
2011-12-24,101.0
2011-12-25,101.0
2011-12-26,101.0
2011-12-27,101.0
2011-12-28,101.0
2011-12-29,101.0
2011-12-30,101.0
2011-12-31,101.0
2012-01-01,101.0
2012-01-02,101.0
2012-01-03,101.0
2012-01-04,101.0
2012-01-05,101.0
2012-01-06,101.0
2012-01-07,101.0
2012-01-08,101.0
2012-01-09,101.0
2012-01-10,101.0
2012-01-11,101.0
2012-01-12,101.0
2012-01-13,101.0
2012-01-14,101.0
2012-01-15,101.0
2012-01-16,101.0
2012-01-17,101.0
2012-01-18,101.0
2012-01-19,101.0
2012-01-20,101.0
2012-01-21,101.0
2012-01-22,101.0
2012-01-23,101.0
2012-01-24,101.0
2012-01-25,101.0
2012-01-26,101.0
2012-01-27,101.0
2012-01-28,101.0
2012-01-29,101.0
2012-01-30,101.0
2012-01-31,101.0
2012-02-01,101.0
2012-02-02,101.0
2012-02-03,101.0
2012-02-04,101.0
2012-02-05,101.0
2012-02-06,101.0
2012-02-07,101.0
2012-02-08,101.0
2012-02-09,101.0
2012-02-10,101.0
2012-02-11,101.0
2012-02-12,101.0
2012-02-13,101.0
2012-02-14,101.0
2012-02-15,101.0
2012-02-16,101.0
2012-02-17,101.0
2012-02-18,101.0
2012-02-19,101.0
2012-02-20,101.0
2012-02-21,101.0
2012-02-22,101.0
2012-02-23,101.0
2012-02-24,101.0
2012-02-25,101.0
2012-02-26,101.0
2012-02-27,101.0
2012-02-28,101.0
2012-02-29,101.0
2012-03-01,101.0
2012-03-02,101.0
2012-03-03,101.0
2012-03-04,101.0
2012-03-05,101.0
2012-03-06,101.0
2012-03-07,101.0
2012-03-08,101.0
2012-03-09,101.0
2012-03-10,101.0
2012-03-11,101.0
2012-03-12,101.0
2012-03-13,101.0
2012-03-14,101.0
2012-03-15,101.0
2012-03-16,101.0
2012-03-17,101.0
2012-03-18,101.0
2012-03-19,101.0
2012-03-20,101.0
2012-03-21,101.0
2012-03-22,101.0
2012-03-23,101.0
2012-03-24,101.0
2012-03-25,101.0
2012-03-26,101.0
2012-03-27,101.0
2012-03-28,101.0
2012-03-29,101.0
2012-03-30,101.0
2012-03-31,101.0
2012-04-01,101.0
2012-04-02,101.0
2012-04-03,101.0
2012-04-04,101.0
2012-04-05,101.0
2012-04-06,101.0
2012-04-07,101.0
2012-04-08,101.0
2012-04-09,101.0
2012-04-10,101.0
2012-04-11,101.0
2012-04-12,101.0
2012-04-13,101.0
2012-04-14,101.0
2012-04-15,101.0
2012-04-16,101.0
2012-04-17,101.0
2012-04-18,101.0
2012-04-19,101.0
2012-04-20,101.0
2012-04-21,101.0
2012-04-22,101.0
2012-04-23,101.0
2012-04-24,101.0
2012-04-25,101.0
2012-04-26,101.0
2012-04-27,101.0
2012-04-28,101.0
2012-04-29,101.0
2012-04-30,101.0
2012-05-01,101.0
2012-05-02,101.0
2012-05-03,101.0
2012-05-04,101.0
2012-05-05,101.0
2012-05-06,101.0
2012-05-07,101.0
2012-05-08,101.0
2012-05-09,101.0
2012-05-10,101.0
2012-05-11,101.0
2012-05-12,101.0
2012-05-13,101.0
2012-05-14,101.0
2012-05-15,101.0
2012-05-16,101.0
2012-05-17,101.0
2012-05-18,101.0
2012-05-19,101.0
2012-05-20,101.0
2012-05-21,101.0
2012-05-22,101.0
2012-05-23,101.0
2012-05-24,101.0
2012-05-25,101.0
2012-05-26,101.0
2012-05-27,101.0
2012-05-28,101.0
2012-05-29,101.0
2012-05-30,101.0
2012-05-31,101.0
2012-06-01,101.0
2012-06-02,94.0
2012-06-03,94.0
2012-06-04,94.0
2012-06-05,94.0
2012-06-06,94.0
2012-06-07,94.0
2012-06-08,94.0
2012-06-09,89.0
2012-06-10,89.0
2012-06-11,89.0
2012-06-12,89.0
2012-06-13,89.0
2012-06-14,89.0
2012-06-15,89.0
2012-06-16,88.0
2012-06-17,88.0
2012-06-18,88.0
2012-06-19,88.0
2012-06-20,88.0
2012-06-21,88.0
2012-06-22,88.0
2012-06-23,87.0
2012-06-24,87.0
2012-06-25,87.0
2012-06-26,87.0
2012-06-27,87.0
2012-06-28,87.0
2012-06-29,87.0
2012-06-30,85.0
2012-07-01,85.0
2012-07-02,85.0
2012-07-03,85.0
2012-07-04,85.0
2012-07-05,85.0
2012-07-06,85.0
2012-07-07,85.0
2012-07-08,85.0
2012-07-09,85.0
2012-07-10,85.0
2012-07-11,85.0
2012-07-12,85.0
2012-07-13,85.0
2012-07-14,85.0
2012-07-15,85.0
2012-07-16,85.0
2012-07-17,85.0
2012-07-18,85.0
2012-07-19,85.0
2012-07-20,85.0
2012-07-21,86.0
2012-07-22,86.0
2012-07-23,86.0
2012-07-24,86.0
2012-07-25,86.0
2012-07-26,86.0
2012-07-27,86.0
2012-07-28,88.0
2012-07-29,88.0
2012-07-30,88.0
2012-07-31,88.0
2012-08-01,88.0
2012-08-02,88.0
2012-08-03,88.0
2012-08-04,87.0
2012-08-05,87.0
2012-08-06,87.0
2012-08-07,87.0
2012-08-08,87.0
2012-08-09,87.0
2012-08-10,87.0
2012-08-11,86.0
2012-08-12,86.0
2012-08-13,86.0
2012-08-14,86.0
2012-08-15,86.0
2012-08-16,86.0
2012-08-17,86.0
2012-08-18,87.0
2012-08-19,87.0
2012-08-20,87.0
2012-08-21,87.0
2012-08-22,87.0
2012-08-23,87.0
2012-08-24,87.0
2012-08-25,84.0
2012-08-26,84.0
2012-08-27,84.0
2012-08-28,84.0
2012-08-29,84.0
2012-08-30,84.0
2012-08-31,84.0
2012-09-01,86.0
2012-09-02,86.0
2012-09-03,86.0
2012-09-04,86.0
2012-09-05,86.0
2012-09-06,86.0
2012-09-07,86.0
2012-09-08,79.0
2012-09-09,79.0
2012-09-10,79.0
2012-09-11,79.0
2012-09-12,79.0
2012-09-13,79.0
2012-09-14,79.0
2012-09-15,80.0
2012-09-16,80.0
2012-09-17,80.0
2012-09-18,80.0
2012-09-19,80.0
2012-09-20,80.0
2012-09-21,80.0
2012-09-22,78.0
2012-09-23,78.0
2012-09-24,78.0
2012-09-25,78.0
2012-09-26,78.0
2012-09-27,78.0
2012-09-28,78.0
2012-09-29,75.0
2012-09-30,75.0
2012-10-01,75.0
2012-10-02,75.0
2012-10-03,75.0
2012-10-04,75.0
2012-10-05,75.0
2012-10-06,75.0
2012-10-07,75.0
2012-10-08,75.0
2012-10-09,75.0
2012-10-10,75.0
2012-10-11,75.0
2012-10-12,75.0
2012-10-13,75.0
2012-10-14,75.0
2012-10-15,75.0
2012-10-16,75.0
2012-10-17,75.0
2012-10-18,75.0
2012-10-19,75.0
2012-10-20,75.0
2012-10-21,75.0
2012-10-22,75.0
2012-10-23,75.0
2012-10-24,75.0
2012-10-25,75.0
2012-10-26,75.0
2012-10-27,75.0
2012-10-28,75.0
2012-10-29,75.0
2012-10-30,75.0
2012-10-31,75.0
2012-11-01,75.0
2012-11-02,75.0
2012-11-03,72.0
2012-11-04,72.0
2012-11-05,72.0
2012-11-06,72.0
2012-11-07,72.0
2012-11-08,72.0
2012-11-09,72.0
2012-11-10,78.0
2012-11-11,78.0
2012-11-12,78.0
2012-11-13,78.0
2012-11-14,78.0
2012-11-15,78.0
2012-11-16,78.0
2012-11-17,82.0
2012-11-18,82.0
2012-11-19,82.0
2012-11-20,82.0
2012-11-21,82.0
2012-11-22,86.0
2012-11-23,86.0
2012-11-24,86.0
2012-11-25,86.0
2012-11-26,86.0
2012-11-27,86.0
2012-11-28,86.0
2012-11-29,86.0
2012-11-30,86.0
2012-12-01,84.0
2012-12-02,84.0
2012-12-03,84.0
2012-12-04,84.0
2012-12-05,84.0
2012-12-06,84.0
2012-12-07,84.0
2012-12-08,83.0
2012-12-09,83.0
2012-12-10,83.0
2012-12-11,83.0
2012-12-12,83.0
2012-12-13,83.0
2012-12-14,83.0
2012-12-15,82.0
2012-12-16,82.0
2012-12-17,82.0
2012-12-18,82.0
2012-12-19,82.0
2012-12-20,82.0
2012-12-21,82.0
2012-12-22,82.0
2012-12-23,82.0
2012-12-24,82.0
2012-12-25,82.0
2012-12-26,82.0
2012-12-27,82.0
2012-12-28,82.0
2012-12-29,80.0
2012-12-30,80.0
2012-12-31,80.0
2013-01-01,80.0
2013-01-02,80.0
2013-01-03,80.0
2013-01-04,80.0
2013-01-05,83.0
2013-01-06,83.0
2013-01-07,83.0
2013-01-08,83.0
2013-01-09,83.0
2013-01-10,83.0
2013-01-11,83.0
2013-01-12,88.0
2013-01-13,88.0
2013-01-14,88.0
2013-01-15,88.0
2013-01-16,88.0
2013-01-17,88.0
2013-01-18,88.0
2013-01-19,86.0
2013-01-20,86.0
2013-01-21,86.0
2013-01-22,86.0
2013-01-23,86.0
2013-01-24,86.0
2013-01-25,86.0
2013-01-26,88.0
2013-01-27,88.0
2013-01-28,88.0
2013-01-29,88.0
2013-01-30,88.0
2013-01-31,88.0
2013-02-01,88.0
2013-02-02,84.0
2013-02-03,84.0
2013-02-04,84.0
2013-02-05,84.0
2013-02-06,84.0
2013-02-07,84.0
2013-02-08,84.0
2013-02-09,82.0
2013-02-10,82.0
2013-02-11,82.0
2013-02-12,82.0
2013-02-13,82.0
2013-02-14,82.0
2013-02-15,82.0
2013-02-16,81.0
2013-02-17,81.0
2013-02-18,81.0
2013-02-19,81.0
2013-02-20,81.0
2013-02-21,81.0
2013-02-22,81.0
2013-02-23,75.0
2013-02-24,75.0
2013-02-25,75.0
2013-02-26,75.0
2013-02-27,75.0
2013-02-28,75.0
2013-03-01,75.0
2013-03-02,73.0
2013-03-03,73.0
2013-03-04,73.0
2013-03-05,73.0
2013-03-06,73.0
2013-03-07,73.0
2013-03-08,73.0
2013-03-09,76.0
2013-03-10,76.0
2013-03-11,76.0
2013-03-12,76.0
2013-03-13,76.0
2013-03-14,76.0
2013-03-15,76.0
2013-03-16,80.0
2013-03-17,80.0
2013-03-18,80.0
2013-03-19,80.0
2013-03-20,80.0
2013-03-21,80.0
2013-03-22,80.0
2013-03-23,81.0
2013-03-24,81.0
2013-03-25,81.0
2013-03-26,81.0
2013-03-27,81.0
2013-03-28,81.0
2013-03-29,81.0
2013-03-30,81.0
2013-03-31,81.0
2013-04-01,81.0
2013-04-02,81.0
2013-04-03,81.0
2013-04-04,81.0
2013-04-05,81.0
2013-04-06,79.0
2013-04-07,79.0
2013-04-08,79.0
2013-04-09,79.0
2013-04-10,79.0
2013-04-11,79.0
2013-04-12,79.0
2013-04-13,86.0
2013-04-14,86.0
2013-04-15,86.0
2013-04-16,86.0
2013-04-17,86.0
2013-04-18,86.0
2013-04-19,86.0
2013-04-20,87.0
2013-04-21,87.0
2013-04-22,87.0
2013-04-23,87.0
2013-04-24,87.0
2013-04-25,87.0
2013-04-26,87.0
2013-04-27,88.0
2013-04-28,88.0
2013-04-29,88.0
2013-04-30,88.0
2013-05-01,88.0
2013-05-02,88.0
2013-05-03,88.0
2013-05-04,87.0
2013-05-05,87.0
2013-05-06,87.0
2013-05-07,87.0
2013-05-08,87.0
2013-05-09,87.0
2013-05-10,87.0
2013-05-11,87.0
2013-05-12,87.0
2013-05-13,87.0
2013-05-14,87.0
2013-05-15,87.0
2013-05-16,87.0
2013-05-17,87.0
2013-05-18,86.0
2013-05-19,86.0
2013-05-20,86.0
2013-05-21,86.0
2013-05-22,86.0
2013-05-23,86.0
2013-05-24,86.0
2013-05-25,86.0
2013-05-26,86.0
2013-05-27,86.0
2013-05-28,86.0
